,LOGRADOURO,BAIRRO,CIDADE/ESTADO,BAIRRO.1,CEP
224,Rua 109,Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-580
225,Rua 1090,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60533-200
226,Rua 1092,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60533-210
227,Rua 1094,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60533-220
228,Rua 1096,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60533-230
229,Rua 10A  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-600
230,Largo 11  (Cj Gov Tasso Jereissati),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60820-810
231,Rua 11  (Lot Planalto Aracapé),Aracapé,"Fortaleza, CE","Aracapé, Fortaleza, CE",60764-702
232,Rua 11  (Lot Alto Boa Vista),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-450
233,Rua 11  (Cj Arvoredo),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-410
234,Rua 11  (Cj Caça e Pesca),Praia do Futuro II,"Fortaleza, CE","Praia do Futuro II, Fortaleza, CE",60183-653
235,Rua 11  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-430
236,Rua 11  (Lot Nova Fortaleza),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60868-842
237,Rua 11  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-250
238,Rua 11  (Lot Prq Santana I),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60767-710
239,Rua 11  (Cj Veneza Tropical),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60743-195
240,Rua 11  (Cj Alto Alegre),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-295
241,Rua 11  (Cj Campo dos Ingleses),Jardim Cearense,"Fortaleza, CE","Jardim Cearense, Fortaleza, CE",60712-300
242,Rua 11  (Cj Est Urucutuba),Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60546-320
243,Rua 11  (Cj Mirassol),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60743-310
244,Rua 11  (Cj Planalto Itaperi),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60761-350
245,Rua 11  (Cj Polar),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-560
246,Rua 11  (Cj Riacho Doce),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60745-110
247,Rua 11  (Cj Sítio do Córrego),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-120
248,Rua 11  (Cj João Paulo II),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-670
249,Rua 11  (Cj Padre Santana),Barra do Ceará,"Fortaleza, CE","Barra do Ceará, Fortaleza, CE",60330-792
250,Rua 11  (Cidade Jardim Fortaleza),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60748-440
251,Travessa 11  (Cj Barroso II),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60867-502
252,Via de Pedestre 11  (Cj Rosalina),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60745-798
253,Rua 110,Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-590
254,Rua 110  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-480
255,Rua 1101,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-240
256,Rua 1103,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-250
257,Rua 1105,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-260
258,Rua 1107,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-270
259,Rua 1109,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-280
260,Rua 111,Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-600
261,Rua 111  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-145
262,Rua 111  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-490
263,Rua 111  (Cj Ceará),Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-050
264,Rua 1111,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-290
265,Rua 1113,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-300
266,Rua 1115,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-310
267,Rua 1117,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-320
268,Rua 1119,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-330
269,Rua 112,Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-610
270,Rua 112  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-510
271,Travessa 112  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-182
272,Rua 1121,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-340
273,Rua 1123,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-350
274,Rua 1125,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-360
275,Rua 1127,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-370
276,Rua 1129,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-380
277,Rua 113,Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-620
278,Rua 113  (Cj Ceará),Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-060
279,Rua 113  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-155
280,Rua 113  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-520
281,Travessa 113  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-187
282,Rua 1131,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-390
283,Rua 1133,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-400
284,Rua 1135,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-410
285,Rua 1137,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-420
286,Rua 1139,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-430
287,Rua 1139A,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-440
288,Rua 114,Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-630
289,Rua 114  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-530
290,Travessa 114  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-184
291,Rua 1141,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-450
292,Rua 1143,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-460
293,Rua 1145,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-470
294,Rua 1147,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-480
295,Rua 1149,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-490
296,Rua 115,Conjunto Esperança,"Fortaleza, CE","Conjunto Esperança, Fortaleza, CE",60763-631
297,Rua 115  (Cj Ceará),Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-070
298,Rua 115  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-165
299,Rua 115  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-540
300,Rua 1151,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-500
301,Rua 1153,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-510
302,Rua 1155,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-520
303,Rua 1157,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-530
304,Rua 1159,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-540
305,Rua 116  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-550
306,Rua 1161,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-550
307,Rua 1163,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-560
308,Rua 1165,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-570
309,Rua 1167,Conjunto Ceará I,"Fortaleza, CE","Conjunto Ceará I, Fortaleza, CE",60533-580
310,Rua 117  (Cj Ceará),Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-080
311,Rua 117  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-175
312,Rua 117  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-560
313,Rua 118  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-570
314,Rua 119  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-185
315,Rua 119,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-090
316,Rua 119  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-580
317,Rua 11A  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-610
318,Largo 12  (Cj Gov Tasso Jereissati),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60820-820
319,Rua 12  (Cj Arvoredo),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-420
320,Rua 12  (Cj Caça e Pesca),Praia do Futuro II,"Fortaleza, CE","Praia do Futuro II, Fortaleza, CE",60183-656
321,Rua 12  (Lot Cidade Leste),Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-455
322,Rua 12  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-440
323,Rua 12  (Lot Nova Fortaleza),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60868-855
324,Rua 12  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-260
325,Rua 12  (Cj Pequeno Mondubim),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60762-585
326,Rua 12  (Lot Prq Santana I),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60767-720
327,Rua 12  (Lot Terra Nova),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-012
328,Rua 12  (Cj Est Urucutuba),Bom Jardim,"Fortaleza, CE","Bom Jardim, Fortaleza, CE",60546-330
329,Rua 12  (Cj Gov Tasso Jereissati),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60820-760
330,Rua 12  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-770
331,Rua 12  (Cj Planalto Itaperi),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60761-360
332,Rua 12  (Lot Prq Vila Verde),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60821-320
333,Rua 12  (Cj Riacho Doce),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60745-120
334,Rua 12  (Cj Sítio do Córrego),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-130
335,Rua 12  (Cj Veneza Tropical),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60743-205
336,Rua 12  (Cj João Paulo II),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-640
337,Rua 12  (Cj Alto Alegre),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-285
338,Rua 12  (Cidade Jardim Fortaleza),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60748-441
339,Rua 12  (Lot Alto Boa Vista),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-440
340,Rua 12  (Lot Bairro Novo),Pedras,"Fortaleza, CE","Pedras, Fortaleza, CE",60878-090
341,Rua 12  (Lot Planalto Aracapé),Aracapé,"Fortaleza, CE","Aracapé, Fortaleza, CE",60764-705
342,Travessa 12,Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60734-736
343,Via de Pedestre 12  (Cj Rosalina),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60745-802
344,Rua 120  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-590
345,Rua 121  (Cj Ceará),Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-100
346,Rua 121  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-195
347,Rua 122  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-600
348,Rua 123,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-110
349,Rua 123  (Cj São Cristovão),Jangurussu,"Fortaleza, CE","Jangurussu, Fortaleza, CE",60866-205
350,Rua 124  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-610
351,Alameda 125  (Res Napoleão Viana),Dias Macedo,"Fortaleza, CE","Dias Macedo, Fortaleza, CE",60860-500
352,Rua 125,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-120
353,Rua 126  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-620
354,Rua 127,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-130
355,Rua 128  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-630
356,Rua 129,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-140
357,Rua 129  (Cj Res Henrique Jorge),Dom Lustosa,"Fortaleza, CE","Dom Lustosa, Fortaleza, CE",60510-735
358,Rua 12A  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-620
359,Rua 12H do Loteamento Cidade Jardim Fortaleza Gleba H,Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60749-022
360,Rua 13  (Lot Alto Boa Vista),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-435
361,Rua 13  (Lot Prq Santana I),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60767-723
362,Rua 13  (Cj Arvoredo),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-430
363,Rua 13  (Lot Cidade Leste),Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-478
364,Rua 13  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-450
365,Rua 13  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-270
366,Rua 13  (Lot Terra Nova),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-013
367,Rua 13  (Cj Alto Alegre),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-275
368,Rua 13  (Cj Beira Rio),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-160
369,Rua 13  (Cj dos Bancários),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-360
370,Rua 13  (Cj João Paulo II),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-780
371,Rua 13  (Cj Planalto Itaperi),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60761-370
372,Rua 13  (Cj Polar),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-610
373,Rua 13  (Cj Riacho Doce),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60745-130
374,Rua 13  (Cj Sítio do Córrego),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-140
375,Rua 13  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-010
376,Rua 13  (Cidade Jardim Fortaleza),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60748-442
377,Travessa 13,Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60734-738
378,Via de Pedestre 13  (Cj Rosalina),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60745-805
379,Avenida 13 de Abril,Vila União,"Fortaleza, CE","Vila União, Fortaleza, CE",60411-055
380,Avenida 13 de Maio  - de 1991 ao fim - lado ímpar,Benfica,"Fortaleza, CE","Benfica, Fortaleza, CE",60040-215
381,Avenida 13 de Maio  - de 1992 ao fim - lado par,Benfica,"Fortaleza, CE","Benfica, Fortaleza, CE",60040-212
382,Avenida 13 de Maio  2266 Clique e Retire Correios,Benfica,"Fortaleza, CE","Benfica, Fortaleza, CE",60040-959
383,Avenida 13 de Maio  - até 1990 - lado par,Fátima,"Fortaleza, CE","Fátima, Fortaleza, CE",60040-530
384,Avenida 13 de Maio  - até 1989 - lado ímpar,Fátima,"Fortaleza, CE","Fátima, Fortaleza, CE",60040-531
385,Rua 130  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-640
386,Rua 131,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-150
387,Rua 132  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-650
388,Rua 133,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-160
389,Rua 134  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-660
390,Rua 135,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-170
391,Rua 136  (Cj Tupã Mirim),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60744-670
392,Rua 137,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-180
393,Rua 139,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-190
394,Rua 13A  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-630
395,Rua 14  (Lot Bairro Novo),Pedras,"Fortaleza, CE","Pedras, Fortaleza, CE",60878-100
396,Rua 14  (Lot Prq Santana I),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60767-712
397,Rua 14  (Lot Terra Nova),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-016
398,Rua 14  (Lot Alto Boa Vista),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-420
399,Rua 14  (Cidade Jardim Fortaleza),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60748-443
400,Rua 14  (Cj Arvoredo),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-440
401,Rua 14  (Lot Cidade Leste),Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-445
402,Rua 14  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-460
403,Rua 14  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-280
404,Rua 14  (Cj Pequeno Mondubim),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60762-575
405,Rua 14  (Cj Alto Alegre),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-265
406,Rua 14  (Cj João Paulo II),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-770
407,Rua 14  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60347-840
408,Rua 14  (Cj Planalto da Barra),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-590
409,Rua 14  (Cj Planalto Itaperi),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60761-380
410,Rua 14  (Lot Prq Vila Verde),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60821-340
411,Rua 14  (Cj Riacho Doce),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60745-140
412,Rua 14  (Cj Sítio do Córrego),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-150
413,Travessa 14,Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60734-741
414,Via de Pedestre 14  (Cj Rosalina),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60745-808
415,Rua 141,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-200
416,Rua 143,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-210
417,Rua 145  (Cj Ceará),Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-220
418,Rua 147,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-230
419,Rua 149,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-240
420,Rua 14A  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-640
421,Rua 15  (Lot Alto Boa Vista),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-410
422,Rua 15  (Lot Pqr Santana I),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60767-623
423,Rua 15  (Cidade Jardim Fortaleza),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60748-444
424,Rua 15  (Residêncial Alameda das Palmeiras),Pedras,"Fortaleza, CE","Pedras, Fortaleza, CE",60874-406
425,Rua 15  (Cj Planalto Vitória),Canindezinho,"Fortaleza, CE","Canindezinho, Fortaleza, CE",60734-445
426,Rua 15  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-470
427,Rua 15  (Cj Prefeito José Walter),Prefeito José Walter,"Fortaleza, CE","Prefeito José Walter, Fortaleza, CE",60750-290
428,Rua 15  (Cj Alto Alegre),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-255
429,Rua 15  (Cj João Paulo II),Barroso,"Fortaleza, CE","Barroso, Fortaleza, CE",60863-760
430,Rua 15  (Cj Nova Assunção),Vila Velha,"Fortaleza, CE","Vila Velha, Fortaleza, CE",60348-000
431,Rua 15  (Cj Planalto Itaperi),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60761-390
432,Rua 15  (Lot Prq Vila Verde),Jardim das Oliveiras,"Fortaleza, CE","Jardim das Oliveiras, Fortaleza, CE",60821-350
433,Rua 15  (Cj Riacho Doce),Passaré,"Fortaleza, CE","Passaré, Fortaleza, CE",60745-150
434,Rua 15  (Cj Sítio do Córrego),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-160
435,Rua 15  (Cj Arvoredo),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-450
436,Rua 15  (Lot Cidade Leste),Sapiranga-Coité,"Fortaleza, CE","Sapiranga-Coité, Fortaleza, CE",60833-435
437,Via de Pedestre 15  (Cj Rosalina),Parque Dois Irmãos,"Fortaleza, CE","Parque Dois Irmãos, Fortaleza, CE",60745-698
438,Rua 151,Conjunto Ceará II,"Fortaleza, CE","Conjunto Ceará II, Fortaleza, CE",60530-250
439,Rua 15A  (Lot Gleba),Manuel Dias Branco,"Fortaleza, CE","Manuel Dias Branco, Fortaleza, CE",60191-650
440,Rua 16  (Lot Alto Boa Vista),São Bento,"Fortaleza, CE","São Bento, Fortaleza, CE",60875-405
441,Rua 16  (Cj Arvoredo),Mondubim,"Fortaleza, CE","Mondubim, Fortaleza, CE",60752-460
442,Rua 16  (Lot Cidade Leste),Edson Queiroz,"Fortaleza, CE","Edson Queiroz, Fortaleza, CE",60834-055
